Zone,1,2,3,Total
t59,0.7016628522208743,1.062084576416143,0.9595160380077271,2.7232634666447444
t60,0.7066709035092035,1.0961844867432349,0.983671001431223,2.7865263916836613
t61,0.7233949077833473,1.1839882133609785,1.0259436354765665,2.9333267566208923
t62,0.7385127000026541,1.4955993107625831,1.078173601839031,3.3122856126042683
t63,0.7590965617799705,1.8147295268101955,1.1521252809149818,3.7259513695051476
t64,0.7945556913686361,11422.675775059039,1.2854728170087621,11424.755803567417
t65,0.8436989275080207,42003.25217118347,1.7001272092879254,42005.79599732027
t66,0.9261530001343029,39661.71728715184,10208.194213316936,49870.83765346891
t67,1.0325108153147065,39661.83428311029,11415.183805877792,51078.0505998034
t68,2.134540994631186,39661.93878693597,11415.309041050428,51079.38236898103
t69,1.0234367997797253,39661.98557342309,11415.348129489897,51078.35713971276
t70,0.9382625261296332,39662.01085095025,11415.41984651582,51078.3689599922
t71,0.8851094638567795,39662.01041480388,11415.437670176669,51078.33319444441
t72,0.8424278247694441,39661.99724979968,11415.41249829145,51078.2521759159
t73,0.8175888441228889,39661.971292992894,11415.42624165163,51078.21512348865
t74,0.7963089617583325,39661.92002352526,11415.378105024378,51078.09443751139
t75,0.7774739893011297,39661.8367290302,11415.260875292372,51077.87507831187
t76,0.7678167751439096,39661.69430686261,11415.05216027767,51077.51428391543
t77,0.7563176676386648,38605.47960853512,9634.288109100293,48240.52403530305
t78,0.7424849285009788,36450.98079278576,8634.925889389857,45086.64916710412
t79,0.7253595971651223,36344.776239597864,3532.15936639249,39877.660965587515
t80,0.7201042259364495,36344.18380714712,3532.193619228887,39877.09753060194
t81,0.7171652935860935,36344.12019886767,3532.7280600484182,39877.56542420967
t82,0.7237829819584505,36344.20173066858,8632.190171156677,44977.11568480721
t83,0.7324599547213901,36344.014964581576,8634.991288666433,44979.73871320273
t84,0.748162880627883,36343.921000187605,8635.688027108677,44980.35719017691
t85,0.7733113431135463,36343.858196025765,8636.150248366683,44980.78175573557
t86,0.8083859510726243,36343.902018904075,8637.156682834117,44981.867087689265
t87,0.8613775216799718,36343.944156119534,10783.830934912972,47128.636468554185
t88,0.9546959409104815,36344.14884426137,13057.391245907264,49402.49478610954
t89,1.139737185662629,36344.539998661,12673.72209984018,49019.40183568685
t90,20926.79982169043,36417.05667420646,12673.800517840582,70017.65701373748
t91,29029.893371783568,36417.11669948327,12673.864538515281,78120.87460978211
t92,27809.030131544998,36417.12165740696,12673.887938983085,76900.03972793504
t93,27809.169886673746,36417.08088967667,12673.895231482407,76900.14600783282
t94,27809.277088212475,36417.06079530565,12673.904192872616,76900.24207639074
t95,27809.32314626039,36417.00444304262,12673.896133121232,76900.22372242424
t96,27809.32651073468,36416.91983039253,12673.876023852012,76900.12236497922
t97,27809.33447243325,36416.8468902842,12673.852737966725,76900.03410068418
t98,27809.289130572066,36416.713864764075,12673.802424525531,76899.80541986167
t99,27809.191813679976,36416.50195344995,12673.71894495734,76899.41271208726
t100,27809.057497428636,36416.215727485636,12673.58680188244,76898.86002679671
t101,27808.68866208005,28853.631156815565,12223.128692622546,68885.44851151816
t102,22164.4785835941,1.8804160442244742,4113.520726554955,26279.879726193278
t103,4369.837344463782,1.0551873192660992,1844.4872888457087,6215.3798206287565
t104,2316.4549262402606,0.9444709994308543,1844.1786744736662,4161.5780717133575
t105,2316.20048643511,0.8871494890110692,1844.008535054268,4161.096170978389
t106,2316.0609722972818,0.861270081859102,1843.914384870118,4160.8366272492585
t107,2315.9678731944878,0.8510723189957345,1843.8421479271717,4160.661093440655
t108,2315.5870775954563,0.8546796528115135,1843.7829181954596,4160.224675443727
t109,2315.9440257702013,0.8779905661008155,1843.7565050035455,4160.578521339848
t110,2315.8289000825234,0.9202994097217206,1843.7339374513826,4160.483136943628
t111,2315.66007966185,1.0228695751158001,1843.714757586012,4160.397706822978
t112,2316.2027213183333,1.1405652588589708,1843.7327923358228,4161.076078913015
t113,2316.588887339771,2.2302447337691587,4503.526486757123,6822.345618830664
t114,13202.468757306373,13037.634582262572,4503.54473247439,30743.648072043336
t115,30866.492087819428,12640.691175108925,4503.5416229318635,48010.72488586022
t116,27808.334503672988,12640.740163792381,4503.511742099976,44952.586409565345
t117,27808.42313063718,12640.749170220375,4503.459429478383,44952.63173033594
t118,27808.518818068773,12640.841167949015,4503.431535911489,44952.79152192928
t119,27808.542934383317,12640.853570950234,4503.3713237632255,44952.767829096774
t120,27808.519805328506,12640.832510723469,4503.278937372432,44952.631253424406
t121,27808.51783100678,12640.753202690024,4503.19768998868,44952.46872368548
t122,27808.445848357173,12640.722234638657,4503.063572966969,44952.231655962794
t123,27808.30159916317,12640.653587108049,4502.861876448807,44951.81706272002
t124,27808.10379038146,12640.562171553654,4502.5761977685115,44951.24215970362
t125,17798.308070886716,12640.111435183919,2882.138546672805,33320.558052743436
t126,1.1358196614863711,0.9810328922377729,0.7779397543040303,2.8947923080281743
t127,0.9528678995213449,0.8878887299600722,0.6950908818718194,2.5358475113532366
t128,0.8638854540460468,0.8409476075485132,0.6509981700982004,2.3558312316927603
t129,0.8116727108980154,0.8128746996834272,0.6227412981453855,2.247288708726828
t130,0.7856593756700742,0.8032274267475813,0.6100814856558099,2.1989682880734653
t131,0.771427151682837,0.8021902621727655,0.6024726806614138,2.1760900945170163
t132,0.7694664170133095,0.813736252217964,0.599417543481096,2.1826202127123695
t133,0.7784462360137367,0.8358742076161059,0.6097660579253096,2.2240865015551523
t134,0.7960634253597617,0.8681091369623651,0.6266841217174294,2.2908566840395563
t135,0.8261062014982623,0.9177961028949337,0.653901705930209,2.397804010323405
t136,0.8825778070302842,1.0076272441478853,0.7037695135445939,2.5939745647227634
t137,0.9759734291482669,1.202219685465216,0.7921559792286451,2.970349093842128
t138,1.1973886898187946,30074.51063937705,2.436582506068759,30078.14461057294
t139,24390.739315345178,30669.568087489948,2.582219829735153,55062.88962266486
t140,26461.148134648556,30669.74395649982,2.659644779798918,57133.55173592817
t141,26461.261880443748,30669.858546847852,2.695205095334483,57133.81563238693
t142,26461.39897301439,30669.97152137556,2.7383413871622424,57134.108835777115
t143,26461.463979618173,30670.026619717195,2.7508201111909725,57134.24141944656
t144,26461.468568263565,30670.034903318574,2.7370272739858423,57134.240498856125
t145,26461.501010380394,30670.065706295594,2.7372119341499923,57134.30392861014
t146,26461.46890911341,30670.049403060046,2.7065655004448943,57134.22487767391
t147,26461.37248547584,30669.98794758763,2.6435091711220835,57134.003942234594
t148,26461.275807313265,30669.936134358766,2.574292743559535,57133.78623441559
t149,26460.87686864249,30669.778519149084,2.3641468143555486,57133.019534605926
t150,25723.32096066286,21245.264780117748,0.9629902675313678,46969.54873104813
t151,10043.813460424824,21245.01224990462,0.7874818407233686,31289.613192170167
t152,10043.233721744049,21244.88907329483,0.7451161172831935,31288.86791115616
t153,10042.780530970487,21244.589960691665,0.7291150475215747,31288.09960670967
t154,10041.191760986036,10459.68884317368,0.736865534497376,20501.617469694214
t155,10041.206497997291,10459.685778877552,0.7583769732210014,20501.650653848068
t156,10042.792125415635,21244.724331690628,0.8762685009729337,31288.392725607235
t157,10043.126623230943,21244.833616836906,0.9496765759608653,31288.90991664381
t158,10043.376334706121,21244.95860875864,1.0388224066127658,31289.373765871373
t159,10043.679649648724,21245.0412617806,1.1835151652664442,31289.90442659459
t160,10044.15939358377,21245.15502434932,2.9605223673103973,31292.274940300398
t161,11015.785424280451,21245.360248772296,3079.653016288959,35340.79868934171
t162,29704.969995874297,30669.94200072477,3417.614846258558,63792.526842857624
t163,27808.22655266641,30670.14853155588,3417.7228546077686,61896.097938830055
t164,27808.36836098418,30670.360262705417,3417.778009368116,61896.50663305771
t165,27808.389024654367,30670.207497772597,3417.7908813493955,61896.38740377635
t166,27808.44782146808,30670.20238219505,3417.828978526191,61896.479182189316
t167,27808.457898995384,30670.179286645813,3417.8167827169113,61896.45396835811
t168,27808.428293653902,30670.117680681702,3417.761971072224,61896.307945407825
