BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t114,1.382020880070429e6,0.40932712492850787,-57949.69845011186,0.0,0.0,0.0,8.760710916174245e-5,-33310.03886286417,-0.0,-1.2898970643847066e6,591412.3961518457,179700.3779257909,-0.2889708583232396,0.0,0.0,0.0,8.535107832483555e-5,21820.268992952813,-0.0,-788345.426491091,168316.04625285623,139462.37357676603,-0.2810765997390805,0.0,0.0,0.0,9.996305735856926e-5,11489.769869911355,-0.0,-316295.4778293787
t115,687346.3096792109,539447.7799126947,-0.2140669639141778,0.0,0.0,0.0,8.855586588262609e-5,33311.91262382571,-0.0,-1.2649715172468377e6,248064.01223444878,573091.2887150743,-0.33562231818359295,0.0,0.0,0.0,8.587364371353791e-5,-44801.66225069047,-0.0,-771765.9228196013,112608.2363470767,188718.87719557114,-0.2548677078520031,0.0,0.0,0.0,0.00010005434505893248,11489.749626864757,-0.0,-309844.1872583024
t116,439509.8654703372,743779.2328571251,-0.23159605674809933,0.0,0.0,0.0,8.951805695733417e-5,33311.91240814491,-0.0,-1.2214610314796495e6,160673.77585959077,635512.5147988187,-0.32438913973114036,0.0,0.0,0.0,8.684753777429687e-5,-44801.646241470546,-0.0,-746796.9364299097,107234.5366537065,183990.43490806967,-0.2602471164123934,0.0,0.0,0.0,0.000100094430862313,11489.733833325636,-0.0,-299742.0250928599
t117,430814.0838428588,709388.5119648381,-0.24180518784829144,0.0,0.0,0.0,9.055132152983468e-5,33311.912533067334,-0.0,-1.178370187073408e6,159286.0414645189,617921.1754915458,-0.33399742551768813,0.0,0.0,0.0,8.731209055229652e-5,-44801.65241716714,-0.0,-727817.8472835452,108630.57638179652,176367.86684312488,-0.2659245371008432,0.0,0.0,0.0,9.942519251072883e-5,11489.739884099805,-0.0,-293515.496999307
t118,430669.79706024186,663088.0555230674,-0.23675863052561397,0.0,0.0,0.0,9.064988997908874e-5,33311.91183075817,-0.0,-1.1319222117795935e6,152902.88863584903,587464.3470353306,-0.3329468782500548,0.0,0.0,0.0,8.90379856949699e-5,-44801.65474866947,-0.0,-690977.8637335161,115719.43354924978,159365.16718690644,-0.2713737947038144,0.0,0.0,0.0,9.975270716973022e-5,11489.742917911304,-0.0,-283601.64934205986
t119,417938.27038456895,600309.3672570781,-0.2961204661557726,0.0,0.0,0.0,8.137671390057265e-5,33311.91001474851,-0.0,-1.0564097608563823e6,147753.87484461494,541702.2599876457,-0.33881496096297986,0.0,0.0,0.0,9.094054836410515e-5,-44801.654393293655,-0.0,-640066.7593131887,113495.40020900428,142338.5958257397,-0.2689438912341345,0.0,0.0,0.0,9.920757373144296e-5,11489.744378545149,-0.0,-264351.04687526065
t120,403950.24269461056,529309.4581596558,-0.18963350820212943,0.0,0.0,0.0,8.103642966362113e-5,33311.90966895636,-0.0,-971423.7624970069,146508.4659934321,491885.4509151972,-0.3332843428416344,0.0,0.0,0.0,9.283524063291981e-5,-44801.6532763022,-0.0,-589004.5474951991,109444.46674216584,125018.87422258485,-0.2702055068362964,0.0,0.0,0.0,9.825529118735153e-5,11489.743607345836,-0.0,-242980.3875258761
t121,386928.86869658966,472209.1884563192,-0.22009221497900733,0.0,0.0,0.0,8.31330075326511e-5,33311.90990147588,-0.0,-897302.4514278927,149612.6038420655,450659.93920086755,-0.3349455847555741,0.0,0.0,0.0,9.480822852795262e-5,-44801.65401335062,-0.0,-550883.1732129952,104106.27925544,112710.1704881871,-0.2710282853507579,0.0,0.0,0.0,9.838860274497297e-5,11489.74411187474,-0.0,-225333.49570951395
t122,371979.8916730582,425341.2174007916,-0.18751959541389754,0.0,0.0,0.0,8.494838954711448e-5,33311.909648620196,-0.0,-835488.7041092806,152297.79300448825,419620.95772896457,-0.33663154743461293,0.0,0.0,0.0,9.603324750107972e-5,-44801.65491598019,-0.0,-522529.38111567165,97952.47422731534,106155.77681838894,-0.2669783747696298,0.0,0.0,0.0,9.792830992463869e-5,11489.74526735999,-0.0,-212625.30373711133
t123,361483.26316452224,391404.1333302036,-0.1816941773456058,0.0,0.0,0.0,8.60527437567464e-5,33311.90885246687,-0.0,-791058.456455086,154305.90291941867,395236.8576525303,-0.3347037890797669,0.0,0.0,0.0,9.630929657763208e-5,-44801.653704913966,-0.0,-500153.3976698623,91632.02403963583,103309.5566603093,-0.2632866250761952,0.0,0.0,0.0,9.733342451866519e-5,11489.744852447098,-0.0,-203458.6394510905
t124,362002.1203625876,357469.7947527494,-0.2029363389645359,0.0,0.0,0.0,8.743653217942854e-5,33311.90753709628,-0.0,-757648.1059095849,151527.6867360295,384977.5015278953,-0.31878018411316994,0.0,0.0,0.0,9.684653093292202e-5,-44801.64899281399,-0.0,-487115.8513995731,93526.22631144663,95437.86652154144,-0.2457052585846918,0.0,0.0,0.0,9.757740330407745e-5,11489.741455717713,-0.0,-197481.1724812797
t125,355782.318659321,342753.8084965365,-0.10239228208921691,0.0,0.0,0.0,8.826853336667486e-5,33311.9063675134,-0.0,-736723.5229801933,300219.43697579316,228923.43710927226,-0.09834174505418038,0.0,0.0,0.0,9.742126066508296e-5,-44801.529465603875,-0.0,-479753.89898547373,163485.72513460866,21517.64907814982,-0.08952142238413219,0.0,0.0,0.0,9.861773607517768e-5,11489.623098090471,-0.0,-193520.49314762457
t126,695295.0380885233,0.06352003451919241,-0.8237854800067174,0.0,0.0,0.0,8.850795381794658e-5,30660.579448330158,-0.0,-722403.980101865,899147.8051075911,0.1097449035120751,-385346.12492344406,0.0,0.0,0.0,9.806520126736244e-5,-19171.106407085175,-0.0,-475680.0435445025,245605.87165678345,0.08574569751893665,-36810.352091605426,0.0,0.0,0.0,9.860143635087103e-5,-11489.473041244983,-0.0,-192603.219252867
t127,1.2175320570290855e6,0.3686120498744935,-470429.7148546001,0.0,0.0,0.0,8.870993823863989e-5,-18187.468790256306,-0.0,-725364.4636756664,1.1878278253724792e6,0.2768208204791953,-677831.6159484081,0.0,0.0,0.0,9.76469937321155e-5,12395.736278768936,-0.0,-503441.4946429904,305180.1747465048,11925.89480350565,-115222.23585818888,0.0,0.0,0.0,9.843439880098437e-5,5791.732511487369,-0.0,-202972.66652671565
t128,1.4990156311829265e6,16804.1056218334,-741784.9712572296,0.0,0.0,0.0,8.718365751091507e-5,-4408.600338290682,-0.0,-766075.4241992794,1.2573285344140646e6,0.2985576965407717,-677831.5709814205,0.0,0.0,0.0,9.593242023172521e-5,-3165.7252955140375,-0.0,-557380.7913124671,335584.56318655604,16593.253530071477,-131872.07897555153,0.0,0.0,0.0,9.896089728328184e-5,7574.3256338047195,-0.0,-223176.9908576005
t129,1.6169971350551913e6,10937.40819217221,-763593.1291602944,0.0,0.0,0.0,8.402161151268549e-5,-9407.33105510323,-0.0,-851383.339219107,1.3159045112146323e6,0.2980974129078216,-677831.5539353405,0.0,0.0,0.0,9.271470677845943e-5,2134.411211969449,-0.0,-621256.9104522058,393984.9780201657,12340.906080798366,-162064.11780762122,0.0,0.0,0.0,9.963260900742027e-5,7272.919843133781,-0.0,-246831.7229515469
t130,1.7276791967331292e6,11070.4785106282,-761437.0759660205,0.0,0.0,0.0,8.091288152611374e-5,-19399.641847553412,-0.0,-954362.1794930415,1.3615979773481619e6,0.292765068182233,-677831.5698036667,0.0,0.0,0.0,9.021195465609966e-5,15052.504001481131,-0.0,-679868.4478573957,517886.7749019636,6432.046871538834,-255493.25993784156,0.0,0.0,0.0,0.00010162855294101644,4347.137846072281,-0.0,-268469.6674093376
t131,1.8143356498697198e6,14176.841241863289,-748008.4979583158,0.0,0.0,0.0,7.905034465878576e-5,-30781.53313866031,-0.0,-1.0461716613516442e6,1.3870553501284935e6,0.25735636053703204,-677831.7082238654,0.0,0.0,0.0,8.771784403274997e-5,40216.27744697439,-0.0,-730489.4260742118,562304.9751797061,3887.164772615423,-266435.91689395806,0.0,0.0,0.0,0.00010307452760678795,-9434.744308314075,-0.0,-285618.4369782155
t132,1.847547872975755e6,22477.595020847006,-705098.3197767611,0.0,0.0,0.0,9.158269519466317e-5,-33311.44786427847,-0.0,-1.128064960365961e6,1.4038004201338037e6,3.8521816968321123,-660668.915435063,0.0,0.0,0.0,8.564177596936042e-5,44800.87838868346,-0.0,-768985.546702618,576227.033491074,3796.9325261035788,-264794.1121982786,0.0,0.0,0.0,0.00010360206799741049,-11489.43052440499,-0.0,-299037.3643525164
t133,1.8649424297659157e6,28392.687795962345,-666387.3155641832,0.0,0.0,0.0,8.924919653099532e-5,-33311.399831654824,-0.0,-1.1900856541091497e6,1.40351371266342e6,2.863917449561322,-639419.4432420866,0.0,0.0,0.0,8.490265409143524e-5,44800.713474922464,-0.0,-789947.1649063097,583828.7762809712,4066.480761531277,-263334.8386257456,0.0,0.0,0.0,0.00010455947832159658,-11489.313643267644,-0.0,-308368.04450051376
t134,1.917638580026537e6,26985.965283357225,-674011.0373831433,0.0,0.0,0.0,8.823762912026847e-5,-33311.41598475672,-0.0,-1.2337513496947703e6,1.340349756267144e6,2.7088090270811627,-566626.7974100863,0.0,0.0,0.0,8.465846932623144e-5,44800.725787623756,-0.0,-799575.728285341,580808.4959940453,5265.172918539108,-256234.3795459179,0.0,0.0,0.0,0.00010505291213232849,-11489.309802867032,-0.0,-313646.9253915357
t135,1.902618663794287e6,31849.214454509554,-635554.4560986238,0.0,0.0,0.0,8.73564685852196e-5,-33311.42044515324,-0.0,-1.262051273255593e6,1.2795598579911017e6,2.726639775375155,-489716.8548627215,0.0,0.0,0.0,8.39320950235951e-5,44800.79460460128,-0.0,-815695.8654679379,548870.756064954,9711.444157058395,-226021.4593585821,0.0,0.0,0.0,0.00010425106374184781,-11489.374159448042,-0.0,-316368.3737680349
t136,1.8090691316007364e6,40373.24714916949,-540653.0058026697,0.0,0.0,0.0,8.73225821507816e-5,-33311.42746836618,-0.0,-1.2719272165173225e6,1.103526142389848e6,2.7332207878470385,-297242.64562471415,0.0,0.0,0.0,8.344419832982367e-5,44800.802808055785,-0.0,-832136.3503335785,501541.0565024752,12555.678395085599,-182021.90311236324,0.0,0.0,0.0,0.00010410841485756247,-11489.375339689608,-0.0,-315882.40084366006
t137,1.6541409668888212e6,49879.01011461079,-401898.83012359036,0.0,0.0,0.0,8.736479824765843e-5,-33311.425825301354,-0.0,-1.2652589428365272e6,886399.3259604272,2.8220105881788684,-77861.55301078061,0.0,0.0,0.0,8.340826835699412e-5,44800.84567366898,-0.0,-834390.8727066976,439681.77321703685,14418.193719204826,-123397.99821055544,0.0,0.0,0.0,0.00010330347777917264,-11489.419848367625,-0.0,-314509.5273323011
t138,1.3002657301848214e6,46757.955294337895,-67659.42640498522,0.0,0.0,0.0,8.818719830943349e-5,-33311.93442262818,-0.0,-1.242500584644917e6,566306.2759058222,216693.90890814993,-0.334013352985826,0.0,0.0,0.0,8.349682567438873e-5,43974.22676865024,-0.0,-822386.9010364173,278556.11776886095,46958.083611394686,-0.28339905583529834,0.0,0.0,0.0,0.00010058291869363367,-10662.292346022054,-0.0,-311879.1988791221
t139,623814.6324246202,543321.7572923884,-0.2282694201713844,0.0,0.0,0.0,8.981455370576928e-5,33311.58549695506,-0.0,-1.2047558562068988e6,240599.1416092511,585269.5253718758,-0.27915493910235195,0.0,0.0,0.0,8.469341957965875e-5,-22811.54955911965,-0.0,-798469.6221344542,111404.73708132101,210302.36863416454,-0.2600901772726431,0.0,0.0,0.0,0.00010018922179032864,-10500.035937835408,-0.0,-308234.40194631065
t140,383445.2168608147,740433.6034151261,-0.2672843391781898,0.0,0.0,0.0,9.06773868612977e-5,33311.5917129409,-0.0,-1.1614983049586373e6,191746.40386225184,606971.6564020083,-0.2782162723460439,0.0,0.0,0.0,8.60805848829043e-5,-22817.96367254322,-0.0,-771312.6006266149,94178.33836022508,218817.36640014488,-0.26111233672023526,0.0,0.0,0.0,0.00010038033264139564,-10493.628040397676,-0.0,-299529.41193844593
t141,375789.04790541227,702848.984404728,-0.27673000367802303,0.0,0.0,0.0,9.112652783784304e-5,33311.58865607825,-0.0,-1.1162575171415186e6,195949.93150919824,581465.1473160738,-0.28864728138826307,0.0,0.0,0.0,8.667318717356937e-5,-22839.24896384691,-0.0,-749988.324668534,88406.79467632808,218535.48428322538,-0.26441644304905326,0.0,0.0,0.0,9.960058207676528e-5,-10472.339692231344,-0.0,-293497.273014643
t142,363868.2733801669,665263.6197791565,-0.31477660814891,0.0,0.0,0.0,8.13837974348016e-5,33311.57583081828,-0.0,-1.0667513335734084e6,199928.73907761124,533587.2706684634,-0.28318615336712877,0.0,0.0,0.0,8.838620256098526e-5,-22851.99408052429,-0.0,-706076.5149079169,92048.32306623015,202731.88076950784,-0.2694761364711678,0.0,0.0,0.0,9.96391828864506e-5,-10459.581750293986,-0.0,-281347.94990527147
t143,353800.75324968173,599830.1410490467,-0.24031297504740926,0.0,0.0,0.0,8.114224868569656e-5,33311.57411936197,-0.0,-991250.379673785,201256.67392214626,474126.4875046756,-0.28245741362468535,0.0,0.0,0.0,9.07143509972326e-5,-22847.14067504117,-0.0,-647948.5211752458,94284.51047640805,177447.20621650634,-0.2683439148823682,0.0,0.0,0.0,9.927621341701516e-5,-10464.433444320799,-0.0,-258294.60930523893
t144,340563.5705315026,528242.2863302024,-0.24942628944738543,0.0,0.0,0.0,8.226562011456625e-5,33311.57472909509,-0.0,-906425.3396446357,198637.74669927693,425066.4621751412,-0.27265337221192726,0.0,0.0,0.0,9.267201330837587e-5,-22834.8382847483,-0.0,-596281.8797666078,85849.60866375914,162598.08631121286,-0.2689719768629406,0.0,0.0,0.0,9.824849892915035e-5,-10476.736444346787,-0.0,-234998.28224301903
t145,330513.4105980306,464021.6533327715,-0.22639107016670998,0.0,0.0,0.0,8.434924596861973e-5,33311.57440834673,-0.0,-832154.567268883,192996.8710430239,391126.36025848176,-0.27417087132734863,0.0,0.0,0.0,9.432049561457341e-5,-22819.821261214347,-0.0,-556715.9187627536,80505.38271288443,151112.2937074533,-0.2691152388151148,0.0,0.0,0.0,9.821104354635234e-5,-10491.753147132384,-0.0,-218153.24575187537
t146,325247.9368969344,415256.85620510735,-0.21601968528371432,0.0,0.0,0.0,8.609478301119892e-5,33311.57138257844,-0.0,-778124.304919061,188147.07097931518,369353.07404832036,-0.2775195110383712,0.0,0.0,0.0,9.52199369714591e-5,-22803.7238179528,-0.0,-530108.9281824045,74873.05875710431,145498.2884232304,-0.2677857410854004,0.0,0.0,0.0,9.789326975524004e-5,-10507.84756462564,-0.0,-206890.82322948796
t147,318030.36936634284,384563.00132729905,-0.22674283746716406,0.0,0.0,0.0,8.72027892022787e-5,33311.56570429234,-0.0,-740212.8696390231,184187.3997525151,354753.03008223703,-0.2800095043942394,0.0,0.0,0.0,9.508770996712629e-5,-22781.86321004475,-0.0,-511571.0726372134,68983.42475207736,143500.57004185126,-0.26969341263041646,0.0,0.0,0.0,9.717628677648997e-5,-10529.702494247591,-0.0,-198981.61388528708
t148,310098.66239789064,369828.35864392866,-0.25915810505086667,0.0,0.0,0.0,8.838386529666349e-5,33311.55762056606,-0.0,-717546.4876361134,180537.6990036686,354476.1247339101,-0.2831796122818377,0.0,0.0,0.0,9.537383909089961e-5,-22735.694477756933,-0.0,-507690.63466524973,66778.17460309381,143097.34763093645,-0.2635546359662779,0.0,0.0,0.0,9.73132748179194e-5,-10575.863142809128,-0.0,-196326.9867858894
t149,315732.5432426605,360889.1080134234,-0.2914217547729361,0.0,0.0,0.0,8.914277865603679e-5,33311.55407989006,-0.0,-714241.0933546848,270215.7834132254,277442.65993078006,-0.2261121181335184,0.0,0.0,0.0,9.52376910288528e-5,-22288.431911423162,-0.0,-520782.5795986973,201544.17676912955,11336.162614824527,-0.22440126392634185,0.0,0.0,0.0,9.818664434461525e-5,-11023.122168466902,-0.0,-198884.41930041212
t150,693964.8068679449,0.5334346044037932,-0.5237276313620988,0.0,0.0,0.0,8.818842529890215e-5,33311.557893304685,-0.0,-731584.3534365459,577205.8644036247,0.24767959136074175,-3208.145540240645,0.0,0.0,0.0,9.460230735097911e-5,-21821.67903323743,-0.0,-547589.0319439605,434955.2515246219,0.15058013771002934,-211068.34700398488,0.0,0.0,0.0,9.898494395558935e-5,-11489.878860067256,-0.0,-209423.95709779192
t151,1.2969658394139465e6,0.20526350892391196,-555132.6356148961,0.0,0.0,0.0,8.647980866302243e-5,19747.323185410813,-0.0,-765885.7233100844,863787.1182288697,0.2836184497942127,-254274.02103804823,0.0,0.0,0.0,9.296681426299586e-5,-8257.387394981166,-0.0,-596668.7147046227,531157.3097121122,0.061596824244623816,-282748.2968715634,0.0,0.0,0.0,9.989484217511834e-5,-11489.935790429647,-0.0,-232216.08725097292
t152,1.53366225859849e6,0.2658813313933131,-738513.1535819169,0.0,0.0,0.0,8.486647342370541e-5,10050.71058361822,-0.0,-809505.4308013547,1.0912979334162024e6,0.28553339922678156,-437415.21424673207,0.0,0.0,0.0,9.087185144905756e-5,1439.2275109252005,-0.0,-650734.9415881356,555577.470370064,0.06122080474803829,-282748.3011703065,0.0,0.0,0.0,0.00010059124448304014,-11489.93809454342,-0.0,-256636.22670080973
t153,1.6630100334972327e6,0.28313566657092565,-790911.6910248963,0.0,0.0,0.0,8.291267037728477e-5,-6209.8986817664445,-0.0,-870111.9906432711,1.2879335500297025e6,0.25211416564385236,-597901.3352682038,0.0,0.0,0.0,8.865608222917972e-5,17699.841329808485,-0.0,-703145.0313932714,575350.5193650796,0.06281432432744037,-282748.3133641858,0.0,0.0,0.0,0.0001009666375990725,-11489.94264804204,-0.0,-276409.25006131193
t154,1.7808414215333709e6,0.036375026040154336,-805139.4493760894,0.0,0.0,0.0,8.103487413969152e-5,-33311.248192185594,-0.0,-941456.7705159853,1.405287983395026e6,0.04589207794412641,-677832.5157272533,0.0,0.0,0.0,8.694157208613349e-5,44800.96852882129,-0.0,-753306.6431211946,591721.5230015671,0.06243774426833196,-282748.32511112565,0.0,0.0,0.0,0.00010200411545679366,-11489.720336635695,-0.0,-292780.4629511901
t155,1.8558957647369073e6,0.037889383812203026,-805139.4449087653,0.0,0.0,0.0,7.932550181914073e-5,-33311.46064928149,-0.0,-1.0165323345428685e6,1.4486794671253508e6,0.03859686678592089,-677832.5443512205,0.0,0.0,0.0,8.54901967399277e-5,44801.33394210936,-0.0,-796698.643433854,604284.1802089864,0.047393940032397205,-282748.39126073284,0.0,0.0,0.0,0.00010244768075813498,-11489.873292827868,-0.0,-305342.8630462802
t156,1.848887931460347e6,0.3071058759605714,-762145.1084606922,0.0,0.0,0.0,7.879361631150647e-5,-5769.32366222073,-0.0,-1.0852672900612026e6,1.4661007039639715e6,0.30904655611048837,-647730.5896684175,0.0,0.0,0.0,8.420622430781908e-5,17259.197539659097,-0.0,-831042.3327745046,554713.4868911912,0.46439804508633553,-226640.35702476357,0.0,0.0,0.0,0.00010233403665571656,-11489.873877438367,-0.0,-313610.4774222076
t157,1.834899138652349e6,0.28240189696202816,-712537.5283866579,0.0,0.0,0.0,9.131268935927077e-5,17138.116858250833,-0.0,-1.1438043856573552e6,1.4640228580748336e6,0.2699012533652796,-594953.5741292612,0.0,0.0,0.0,8.352115123533388e-5,-5648.2585281348365,-0.0,-858834.0053525249,486323.56004419806,0.5128424714812736,-151902.46454724844,0.0,0.0,0.0,0.00010286772749367494,-11489.858330115996,-0.0,-319958.4987468542
t158,1.771073006782308e6,0.27099004955491185,-597407.0420160665,0.0,0.0,0.0,8.921241460962623e-5,16564.35962184856,-0.0,-1.1945350022375423e6,1.4276332036045599e6,0.288027777649719,-534954.4247000336,0.0,0.0,0.0,8.304422480135281e-5,-5074.497663520948,-0.0,-883017.2332743735,443307.1109028702,0.46409506029828185,-103655.68259212506,0.0,0.0,0.0,0.00010261410999497135,-11489.861958327614,-0.0,-325188.78234543867
t159,1.701218088869614e6,0.260480724711659,-493010.6906653734,0.0,0.0,0.0,8.849878612075463e-5,18112.009336511976,-0.0,-1.230624159278949e6,1.4372530621798576e6,0.27915088200113497,-527879.634598267,0.0,0.0,0.0,8.255679619871499e-5,-6622.161109303819,-0.0,-898164.2388160261,400027.77765027754,0.4759623707525339,-57375.60115780487,0.0,0.0,0.0,0.00010174889856487102,-11489.848227208156,-0.0,-328189.6651534534
t160,1.6048377098083883e6,0.26428817958844514,-377242.1149049911,0.0,0.0,0.0,8.811433151651308e-5,18119.352068011434,-0.0,-1.250019638071193e6,1.3519583296161278e6,0.27930734664768736,-413763.11486373586,0.0,0.0,0.0,8.240287798526499e-5,-24745.562182392365,-0.0,-908862.6425705054,325368.29366697255,0.5338851467561657,-0.6135619905480361,0.0,0.0,0.0,0.00010151665469338594,6626.210114380929,-0.0,-329021.8937864454
t161,1.4163887749018497e6,0.2829862630426868,-185244.70388867235,0.0,0.0,0.0,8.817812914989436e-5,19129.545770499142,-0.0,-1.2545782079236675e6,1.064551363250074e6,0.2966469808182684,-118759.735702242,0.0,0.0,0.0,8.224575112533768e-5,-30619.39386875506,-0.0,-910585.2669038539,255517.7291839334,64245.77981133276,-0.2081011497085868,0.0,0.0,0.0,0.00010043813851097007,11489.848098255918,-0.0,-328280.7850767737
t162,1.1059094222158873e6,96658.62045165466,-0.218548052370393,0.0,0.0,0.0,8.89214271956104e-5,33311.802231869005,-0.0,-1.2406553123591107e6,625846.1208370524,321845.93706146907,-0.24893787254256877,0.0,0.0,0.0,8.225288041930208e-5,-44801.360155947725,-0.0,-898303.2576218753,144367.22756663454,170105.63970459485,-0.278308195632961,0.0,0.0,0.0,9.871505837681424e-5,11489.557924078717,-0.0,-322989.7548626424
t163,519926.6895746859,650293.2744652936,-0.22177170747483282,0.0,0.0,0.0,8.97964380063913e-5,33311.72868323046,-0.0,-1.2082796939364916e6,272569.813516208,647995.5195520427,-0.2865388148295466,0.0,0.0,0.0,8.298074017496304e-5,-44801.36933550615,-0.0,-871176.4575935684,69076.88558206038,235864.69917163026,-0.2274965883250281,0.0,0.0,0.0,9.885227739796836e-5,11489.640652275686,-0.0,-313458.6108833404
t164,332599.3511168475,797785.7752234039,-0.21496936956119925,0.0,0.0,0.0,9.058952931588986e-5,33311.94555544814,-0.0,-1.1684310101819467e6,210950.88489895343,677827.4612718207,-0.18442697531986313,0.0,0.0,0.0,8.41304525776386e-5,-44801.441504848575,-0.0,-839389.5054213611,59703.37596931902,235415.62104266117,-0.2253896878554557,0.0,0.0,0.0,9.914707814742399e-5,11489.495949400438,-0.0,-303635.8831494135
t165,348255.6205426179,739858.5794369369,-0.25958193215156045,0.0,0.0,0.0,9.092659572307123e-5,33311.75324024679,-0.0,-1.1261449574268355e6,220441.7159911224,646450.2425165762,-0.2822955027193966,0.0,0.0,0.0,8.464340553164377e-5,-44801.34952694401,-0.0,-817503.1099439771,55536.320711115186,232876.15177048766,-0.22891888430794535,0.0,0.0,0.0,9.941715960173344e-5,11489.596286697217,-0.0,-296929.45679304044
t166,350209.01474637707,685830.5980248217,-0.21871253142510824,0.0,0.0,0.0,8.117131899398732e-5,33311.75605995587,-0.0,-1.074063440575108e6,221853.90441040113,590627.3101830555,-0.2883388310036633,0.0,0.0,0.0,8.648013303862443e-5,-44801.35632477094,-0.0,-763092.3581937946,54304.280606504486,219510.78788219497,-0.23602932417327005,0.0,0.0,0.0,9.996554987161198e-5,11489.600264815066,-0.0,-282332.04507713055
t167,348680.11314573133,602570.2030367476,-0.2162832325103327,0.0,0.0,0.0,8.072206184850806e-5,33311.75647968968,-0.0,-989255.6460813401,224619.86458781868,519621.2266678264,-0.275810853126745,0.0,0.0,0.0,8.875687698171383e-5,-44801.347034802435,-0.0,-694852.2574095733,46537.91962011156,201429.49533251757,-0.23603867142816248,0.0,0.0,0.0,0.00010033258288583694,11489.590555112756,-0.0,-256484.36016194258
t168,340089.9641960712,520289.1501830608,-0.1869888033190862,0.0,0.0,0.0,8.118439324924536e-5,33311.75643119129,-0.0,-898348.6805743623,224053.99189193943,459272.6675839475,-0.2815831801050754,0.0,0.0,0.0,9.12393754930435e-5,-44801.32857001154,-0.0,-633937.8432640124,42656.9168587996,180313.27878216852,-0.20134364183146305,0.0,0.0,0.0,0.00010117680503127582,11489.572138820253,-0.0,-231487.12786441064
