,Power Emissions,HSC Emissions,CSC Emissions,Biorefinery Emissions,Bioresource Emissions,Biomass Capture,Conventional NG,Syn NG Plant Emissions,Syn NG,Bio NG,Conventional Liquid Fuels,Synfuel Plant Emissions,Synfuels,Biofuels,Ethylene Emissions,Total
t95,76900.22372242429,0.3803149851027591,-0.07615684873791943,16843.776084723362,0.0,-77305.30199315469,0.18207432264013718,0.11162306693230611,0.020076953708745342,12295.392310513706,3317.2917256294427,7230.838836575802,6489.520492352501,4187.573356959752,179.18538413720964,50139.117852641015
t96,76900.12236497921,0.3803152035505119,-0.07616170865179976,16843.77942743224,0.0,-77305.31292001842,0.1786587311241557,0.11072940038871552,0.0199977106016715,12295.39582412687,3317.2839562513764,7230.840633932744,6489.523936135704,4187.573367475205,179.18538087784046,50139.00551052978
t97,76900.03410068416,0.3803187815507655,-0.07625839473443427,16843.77932513185,0.0,-77305.312830273,0.17879384393190184,0.11092778323028851,0.020034716346929826,12295.395658553389,3317.285119838569,7230.840386342188,6489.523357826802,4187.573381614487,179.18536840490574,50138.917684853666
t98,76899.80541986166,0.38032140493400757,-0.07625406351870889,16843.78032758261,0.0,-77305.3163350201,0.17782482495936364,0.11072307524568265,0.020019673337277787,12295.396654478964,3317.2845958136877,7230.8405113805775,6489.523491288288,4187.573390251436,179.1853617143543,50138.68605226644
t99,76899.41271208724,0.38032254444074404,-0.07623258429788657,16843.782582496882,0.0,-77305.32380400614,0.17556274731497723,0.1100886681939609,0.0199526946691906,12295.398993827854,3317.2827151559495,7230.840858223048,6489.524118497211,4187.5733936265915,179.1853608265201,50138.28662480548
t100,76898.86002679668,0.3803231034384264,-0.076367036858594,16843.783766139448,0.0,-77305.32777206207,0.17436476849343793,0.10976148661749312,0.019924838178829264,12295.400203518218,3317.2867213316736,7230.839788390127,6489.522171087933,4187.573404779103,179.18535754055574,50137.73167468154
t101,68885.44851151817,0.3803239025800836,-0.07666476278408696,16843.787645747514,0.0,-77305.34056701997,0.17045908562275927,0.10872890056110736,0.01981279673024021,12295.404234008447,3317.2899708503965,7230.838361749803,6489.519818020593,4187.573414481172,179.1853901595141,42124.30943943835
t102,26279.879726193292,0.38035521270657635,-0.08571903960944106,16843.833657704923,0.0,-77305.44661142872,0.1085282516174218,0.1055514467186143,0.019606015857063584,12295.463241576723,3317.2880151469535,7230.842815965736,6489.533367732127,4187.569818818689,179.1833984968783,-481.32424790611515
t103,6215.379820628759,0.38034839323933395,-0.09173758236442775,16843.829237895716,0.0,-77305.41213760385,0.10711170511023155,0.10676991751706451,0.0198719690192869,12295.463682180198,3317.290124103565,7230.84533715023,6489.539307219948,4187.567740256019,179.1828497556229,-20545.791674011274
t104,4161.5780717133575,0.3803480377999143,-0.09217917380921686,16843.829493935944,0.0,-77305.41374643976,0.1070627794490601,0.10661343578004989,0.019858304337752212,12295.463745107088,3317.293337697868,7230.843627098226,6489.536964115448,4187.567775820783,179.1828372328019,-22599.59619033469
t105,4161.0961709783915,0.3803460527716749,-0.09231246749533416,16843.829992976403,0.0,-77305.41589627285,0.10672683141241335,0.10626610474023186,0.019815441576204247,12295.464129119664,3317.294165163937,7230.842770546476,6489.5360324774165,4187.567801299649,179.1828351352076,-22600.081156612694
t106,4160.836627249259,0.3803421470689657,-0.09241664099324091,16843.829282102382,0.0,-77305.4135535458,0.10740094956061902,0.10680568148083154,0.01987492620969032,12295.463376930786,3317.299533362772,7230.84112393072,6489.533399894629,4187.56781634223,179.1828276897225,-22600.337558979973
t107,4160.661093440656,0.3803421425764287,-0.09344632388542583,16843.828778068033,0.0,-77305.40998886453,0.10745660100232478,0.10672290491940235,0.019840932904167847,12295.463299781446,3317.302543447595,7230.839441670593,6489.531712031969,4187.567840279155,179.18279106166517,-22600.511572825908
t108,4160.224675443727,0.38036308235980976,-0.09959425261959673,16843.815162744853,0.0,-77305.30403642441,0.10639060261169883,0.10712441518719998,0.01985544450366442,12295.463896610174,3317.3067831080407,7230.8391002942335,6489.532917467006,4187.5656275362835,179.1824184963091,-22600.85931543173
t109,4160.5785213398485,0.3803563528916673,-0.09349821967889939,16843.831291835133,0.0,-77305.42644363482,0.10703993097116814,0.10697617583004783,0.019849954400423316,12295.463790155918,3317.308110184395,7230.838696766463,6489.529146942322,4187.5683562137065,179.18287708556431,-22600.60492891706
t110,4160.483136943628,0.3803526584273044,-0.09313646266002118,16843.82987059651,0.0,-77305.4157923321,0.10689680486987703,0.10711061139026175,0.019860040888667607,12295.463859479261,3317.3074136213304,7230.839489607224,6489.53047308981,4187.567835298618,179.18283037920028,-22600.689799663603
t111,4160.39770682298,0.380350408702875,-0.094334894952082,16843.81587347828,0.0,-77305.31423140314,0.10751987025331873,0.10728427590618922,0.01984991759718371,12295.46293928541,3317.3060957932257,7230.840142649954,6489.533499027132,4187.5657473914835,179.18261533750766,-22600.68894203966
t112,4161.076078913015,0.38034547877620406,-0.08824235797592628,16843.8291560254,0.0,-77305.41743231796,0.10874322436824563,0.10732205872187908,0.019854557685375394,12295.462223622664,3317.3072804833446,7230.839621057767,6489.529718474256,4187.568328964938,179.1830518652273,-22600.09394994978
t113,6822.345618830664,0.3803508245208304,-0.08315239496995154,16843.824214093824,0.0,-77305.41507276533,0.11842034482807304,0.10545173380855882,0.019501191318577818,12295.453709099069,3317.31372571344,7230.832424139813,6489.517833232606,4187.56932356523,179.18373355681692,-19938.833918834367
t114,30743.648072043332,0.3803487661419843,-0.08290552695573385,16843.82436027331,0.0,-77305.41718389787,0.11881317573693263,0.1052366287524432,0.019455704985304963,12295.45348369954,3317.308181691086,7230.833758826016,6489.520022789611,4187.569518295812,179.18382079526376,3982.464983264758
t115,48010.724885860225,0.38034812271274654,-0.08028267736141768,16843.828656835067,0.0,-77305.45252597229,0.12054615848263552,0.10570857186769135,0.019457321942481464,12295.45252218049,3317.3152420975807,7230.829519811917,6489.510249242628,4187.57216821668,179.18431255184788,21249.5108083218
t116,44952.586409565345,0.3803501697739459,-0.08022591689776802,16843.828598538246,0.0,-77305.45195704393,0.12050441576620434,0.10579289680008416,0.01946371573279191,12295.45256213758,3317.3146131207604,7230.82966536944,6489.510527899603,4187.572166719324,179.1843175485214,18191.37278913607
t117,44952.63173033595,0.3803534261030339,-0.08035337974620584,16843.82902577111,0.0,-77305.45342986427,0.12012074109625845,0.10539686429547021,0.019416452756962986,12295.452998118537,3317.3114517082818,7230.830300253361,6489.511774748431,4187.572173681826,179.18431814917983,18191.415277006905
t118,44952.791521929284,0.380354952247491,-0.08040745468380095,16843.82854378004,0.0,-77305.45178397254,0.1205428205295461,0.10583616308135516,0.019472357036089467,12295.452514114986,3317.313079933102,7230.82996769717,6489.511093598527,4187.572195270591,179.18430977222687,18191.5772409616
t119,44952.76782909678,0.380338542761834,-0.07967872443150832,16843.830498514242,0.0,-77305.45772080438,0.11857131738924087,0.1043184987617861,0.01930669408496367,12295.454668714816,3317.3041555722393,7230.831716276922,6489.514908253706,4187.572115776975,179.18429672549004,18191.545324455354
t120,44952.631253424406,0.3803385552735523,-0.07980841079320763,16843.832664704758,0.0,-77305.46538358807,0.1165765459618827,0.10320847189630468,0.019195971163939805,12295.456803123512,3317.2961547326386,7230.833437592581,6489.518216060668,4187.572137327916,179.18429536710113,18191.399089879007
t121,44952.46872368547,0.38034145172835876,-0.07990023819518148,16843.832248101593,0.0,-77305.46421449287,0.11700079565796082,0.10358900180831132,0.01925366431253473,12295.456317484375,3317.2978790158913,7230.832864280822,6489.517256271281,4187.572151533902,179.1842849520471,18191.23779550783
t122,44952.2316559628,0.3803426613939265,-0.07994137307602207,16843.83301463613,0.0,-77305.46717706272,0.11635593198432365,0.10325543285615987,0.019219804567432757,12295.457006572195,3317.2963155053203,7230.83308289306,6489.517776219799,4187.572166282193,179.18428079644622,18190.997354262956
t123,44951.81706272002,0.3803412068942337,-0.07995048083996553,16843.834074185263,0.0,-77305.47118361869,0.11545948886417995,0.10270370901524309,0.01915720372566459,12295.457977711216,3317.294628297076,7230.833228809575,6489.518271283961,4187.572179621664,179.1842794335973,18190.57822957135
t124,44951.242159703615,0.38033797645323414,-0.0799559379968944,16843.833698470073,0.0,-77305.47056449385,0.11596119446474834,0.102993551980414,0.019200842804943163,12295.457420864715,3317.2986080004507,7230.831737427225,6489.515986611703,4187.572199302606,179.18426525866914,18190.00404877291
t125,33320.558052743436,0.38033531600850884,-0.08080447294542324,16843.833737465942,0.0,-77305.4716214801,0.1161286225740843,0.10302924485027572,0.019225597874714354,12295.45720678106,3317.3024537682995,7230.8299662852605,6489.513521094584,4187.5722258949145,179.1842580293904,6559.317714891156
t126,2.8947923080281757,0.37980469346544504,-0.11781938812507355,16843.82955841236,0.0,-77305.302410173,0.07109763297459701,0.1320296588949688,0.025066473287428937,12295.49164409647,3317.2173320509555,7230.890246688846,6489.6275693694115,4187.563446301384,179.18002855921586,-26758.117613315826
t127,2.5358475113532375,0.3798038687087544,-0.12455542149071906,16843.82784765389,0.0,-77305.29001173135,0.07131443057379692,0.1325177973815002,0.025135489440317713,12295.491320370138,3317.223950754332,7230.887318812969,6489.6238187864565,4187.563670835248,179.17999590782867,-26758.47202493452
t128,2.35583123169276,0.3797987103155922,-0.12526174120808733,16843.82796806469,0.0,-77305.29193516189,0.07151270946281771,0.1326878639848075,0.025170818527992106,12295.491070788528,3317.226467381346,7230.8862707665985,6489.6224818470455,4187.563708146209,179.17999326120872,-26758.65423531348
t129,2.247288708726829,0.37979351895351376,-0.1253394800914754,16843.82793913614,0.0,-77305.29234058716,0.07163438206387676,0.13279648086241888,0.02519023306957139,12295.490909679398,3317.2283332647417,7230.8853692997,6489.6214066495395,4187.563737673831,179.17998879400557,-26758.76329224622
t130,2.1989682880734653,0.3797882554132988,-0.12452573148823681,16843.82684031321,0.0,-77305.28826683904,0.07242407575551513,0.1343628390310842,0.025402688853155938,12295.489870764583,3317.2379598802872,7230.882842689953,6489.617548326681,4187.563738298649,179.17996752422968,-26758.80307862581
t131,2.1760900945170167,0.3797858041122907,-0.1234585661192489,16843.826297714288,0.0,-77305.28611356624,0.07279451800479494,0.13518660236908206,0.025499036966401194,12295.489392752517,3317.2442070145526,7230.881346974945,6489.6152287683035,4187.563733379279,179.17997097046592,-26758.820038502032
t132,2.1826202127123695,0.3797884091304384,-0.12169523481817332,16843.82586996066,0.0,-77305.2874836465,0.07374930634555854,0.13622203960960047,0.025601332287507654,12295.488311480807,3317.2526283209854,7230.879681806355,6489.612291615202,4187.563838437252,179.18001285633022,-26758.80856310364
t133,2.224086501555153,0.3797851600854833,-0.12130333404929108,16843.825635160814,0.0,-77305.28577512661,0.07376499958355028,0.13632984258798267,0.025594639604832936,12295.488294709628,3317.254644401641,7230.879310042732,6489.611667521942,4187.563821553755,179.18000949373499,-26758.764134432993
t134,2.2908566840395563,0.37978168994874684,-0.1210335310267437,16843.82560127256,0.0,-77305.28529569793,0.0737202422346334,0.1364100292412206,0.02559615342998412,12295.488349208988,3317.254473098851,7230.879667862569,6489.612078244255,4187.563806517967,179.1800236449043,-26758.695964579976
t135,2.397804010323405,0.3797802767492138,-0.1208614440397358,16843.82552917213,0.0,-77305.28481667621,0.07370184860990595,0.13671343836111158,0.025627424984168853,12295.488334353135,3317.2531305312714,7230.880587509663,6489.613196106432,4187.563783992718,179.18004430651388,-26758.587445149355
t136,2.5939745647227648,0.37978262021816594,-0.12004964397290188,16843.825220367544,0.0,-77305.28300295094,0.07376404072529147,0.13741108204707772,0.025693479031739064,12295.488213884362,3317.2531322544664,7230.8813451236565,6489.613876690401,4187.563746805879,179.1800381013632,-26758.38685358049
t137,2.970349093842128,0.37978643243344823,-0.11784480444333979,16843.824977181997,0.0,-77305.28095854403,0.07365015394851053,0.13809345907663717,0.025751968877949383,12295.488265482172,3317.250679615011,7230.882971246995,6489.615884750694,4187.5637065771125,179.1800660468569,-26758.00462133945
t138,30078.144610572945,0.3800370250505023,-0.09821640970493559,16843.827885620398,0.0,-77305.33709181652,0.0913723070361122,0.11005405805553298,0.02059634636425523,12295.479204438987,3317.2937918112025,7230.838602895853,6489.541803974022,4187.5675194496835,179.18294388583018,3317.0431141592017
t139,55062.88962266488,0.3800218291465623,-0.08482393351867273,16843.85367413504,0.0,-77305.53898911162,0.0939273171072455,0.1107897074094625,0.020687423690018122,12295.477680437376,3317.285616264389,7230.84255683182,6489.540187476427,4187.572059829324,179.18380883208988,28301.62681970356
t140,57133.551735928166,0.3800280521817889,-0.08449752472793742,16843.853105970247,0.0,-77305.53610677973,0.09415191485376802,0.1114676430965512,0.02077110217298333,12295.477362386067,3317.283044004382,7230.843704432885,6489.541938203497,4187.57203895671,179.18380844229407,30372.29255273209
t141,57133.815632386926,0.3800327491118821,-0.08455692535357023,16843.853392880468,0.0,-77305.53689026696,0.09385303249607581,0.11102151446185747,0.02071962191215132,12295.477717008476,3317.276431044534,7230.8454111973615,6489.544766533735,4187.572042089463,179.1838088262221,30372.553381692866
t142,57134.10883577713,0.38001808879922494,-0.08380218387706459,16843.853759279,0.0,-77305.5369988951,0.09327182446910329,0.11037133666406523,0.020651754186885606,12295.478362713931,3317.2705092930996,7230.846571997152,6489.547062256452,4187.571952574767,179.18379160314183,30372.84435741982
t143,57134.24141944656,0.38001807048270425,-0.08385644736577243,16843.854183901632,0.0,-77305.5385771229,0.0929268003932271,0.10975240959101251,0.020597816149551477,12295.478769823607,3317.266124693583,7230.847640940488,6489.548850681153,4187.571955379145,179.18378543884597,30372.973591831367
t144,57134.24049885613,0.38002122501694346,-0.08386207733371254,16843.854464374115,0.0,-77305.53953232401,0.09268293116770718,0.10932657255724422,0.020559231024155727,12295.47905899325,3317.2637545047037,7230.848232793521,6489.549775630773,4187.5719463294445,179.1837877142661,30372.97071475463
t145,57134.30392861014,0.38002324869046067,-0.08392520955939682,16843.85436171377,0.0,-77305.53932392648,0.09278707126809287,0.1095764302026317,0.020590626034685228,12295.47892295951,3317.2645689532737,7230.848100265593,6489.5494974397125,4187.571958941234,179.1837808976669,30373.034848021052
t146,57134.22487767387,0.3800238201243459,-0.08394124823013674,16843.854589175884,0.0,-77305.54021351847,0.09261762715071678,0.10934387555952128,0.020562195093526543,12295.479127188,3317.264406441553,7230.848126838599,6489.549521061404,4187.571959670809,179.1837808410238,30372.954781642362
t147,57134.0039422346,0.38002380667729196,-0.08395340358496943,16843.85507752579,0.0,-77305.54202105328,0.092238676480063,0.10877838926477326,0.02049203125506369,12295.479587802427,3317.263948337154,7230.848138393663,6489.549566285419,4187.571955215541,179.18378478866842,30372.73155903009
t148,57133.78623441562,0.3800239075934987,-0.08413136472928048,16843.85546767091,0.0,-77305.54375360961,0.09198564725006067,0.1085587656668831,0.02046013180257654,12295.4798849252,3317.265345610463,7230.847586387472,6489.548740777625,4187.571971943711,179.18377640319707,30372.51215161216
t149,57133.01953460593,0.3800248311953511,-0.0844022246566541,16843.85627877719,0.0,-77305.54708885783,0.09137547441840124,0.108316900130705,0.020426228205852506,12295.480566615664,3317.26864777394,7230.846237258176,6489.5467222232855,4187.571988695945,179.18379834077885,30371.742426642377
t150,46969.54873104814,0.38004228019832076,-0.09041021745960527,16843.86043501779,0.0,-77305.54725801173,0.08302780525003112,0.10541548230551104,0.020047993233575062,12295.488214934645,3317.2720972924667,7230.84275581787,6489.544944318575,4187.570879532689,179.1829620210634,20208.26188531503
t151,31289.613192170164,0.38003896767675344,-0.09942061983980781,16843.861811812585,0.0,-77305.54549185558,0.07957481760064099,0.1048793460043606,0.020012584645837963,12295.49113297695,3317.2774991752594,7230.83987792314,6489.542970746157,4187.570588007047,179.18239821835257,4528.3190642701675
t152,31288.86791115616,0.380039395505263,-0.10077056884577121,16843.86182571366,0.0,-77305.54623447638,0.07974749897908873,0.1047370801142274,0.020004546820694767,12295.490965514215,3317.279472230167,7230.839190996486,6489.542043223242,4187.570612492007,179.18239400586705,4527.571938807996
t153,31288.099606709664,0.3800398144444146,-0.10183457853969367,16843.862186736755,0.0,-77305.54805809032,0.07957157203780142,0.10386180224714467,0.019901777013241567,12295.491150178974,3317.279569042075,7230.83866692564,6489.541713114607,4187.570677461351,179.1823518074628,4526.7994042734035
t154,20501.617469694207,0.380028457449574,-0.11880000762398814,16843.837264433114,0.0,-77305.33870133801,0.0725121821622564,0.10631949067151852,0.020400301605057486,12295.496070966989,3317.2725529062286,7230.848662022993,6489.562294442684,4187.565619094067,179.1809599689257,-6259.497347384539
t155,20501.650653848064,0.38002525378722,-0.11713783190055031,16843.83769917904,0.0,-77305.33861463152,0.07148696342771489,0.10702146367418265,0.020490739117727527,12295.49694036342,3317.272583269097,7230.849845265773,6489.563764438652,4187.5655181580805,179.1809171203729,-6259.45880640092
t156,31288.392725607235,0.38003761342310055,-0.0914230742659872,16843.859020599477,0.0,-77305.54245343851,0.08419405194154309,0.10572237981154572,0.020122707961480114,12295.48672385418,3317.2873043320833,7230.839112910532,6489.53978089592,4187.570643755958,179.18282155821385,4527.114333753965
t157,31288.909916643806,0.3800537926151062,-0.0902180049413145,16843.856449532486,0.0,-77305.53241943693,0.08604919090630259,0.1092585861630958,0.020536589797235202,12295.484465657872,3317.301839846757,7230.835920566172,6489.534514129036,4187.570690686651,179.18286555795524,4527.649923338341
t158,31289.37376587137,0.38005166835593285,-0.09003629646377853,16843.85626159698,0.0,-77305.53136940305,0.08607671878343831,0.1096964770183684,0.020582380923315876,12295.484383488078,3317.3002809269856,7230.836914050438,6489.5358895643985,4187.570666974593,179.18287496846065,4528.11603898687
t159,31289.904426594585,0.38004751452729824,-0.0897278190580752,16843.856377144108,0.0,-77305.53155586353,0.08591767030826211,0.10967615510053177,0.02056833991939607,12295.484558926484,3317.2954939539727,7230.838724389463,6489.538546539375,4187.570644417465,179.182884432746,4528.646582395468
t160,31292.2749403004,0.3800349382961528,-0.08669608847316677,16843.852551773194,0.0,-77305.52184699215,0.09077509885564455,0.11205372923683951,0.020866848098987322,12295.479899273932,3317.2929747420267,7230.842250199191,6489.542068630368,4187.570633818905,179.18330090952097,4531.033807181398
t161,35340.7986893417,0.38002494458361136,-0.08479756787622957,16843.847441108242,0.0,-77305.5073360864,0.09672815592461778,0.11419344188828989,0.021152004026886696,12295.474035821828,3317.2841575756725,7230.846890688068,6489.548080842489,4187.570606963226,179.1835710711724,8579.57343830454
t162,63792.52684285764,0.38001754662890175,-0.08243149467013446,16843.84932314206,0.0,-77305.52889605213,0.09927839787825922,0.1144886700706083,0.02116513933444724,12295.47217740245,3317.280403805307,7230.846763272482,6489.545505181104,4187.572585784592,179.18404222787373,37031.28126588063
t163,61896.09793883003,0.38001728774076576,-0.08233899984498515,16843.848137694804,0.0,-77305.52379178526,0.10005440719631062,0.11589049930616442,0.021328216090565434,12295.471238830682,3317.2845963429136,7230.846009446097,6489.544333753087,4187.572570111141,179.18405113917703,35134.86003577315
t164,61896.50663305774,0.3800190207925403,-0.08233627158114414,16843.847366284615,0.0,-77305.52071019493,0.10059774517163418,0.1167534164781155,0.02141971789020972,12295.470600425166,3317.287410662043,7230.84502372685,6489.542570523216,4187.572936078964,179.1840171660672,35135.27230135847
t165,61896.38740377636,0.38001928202116103,-0.08206520285265076,16843.84714731351,0.0,-77305.52050510394,0.10094152710844713,0.11685544938865863,0.021453296598101756,12295.47022000895,3317.2856527000604,7230.84628804632,6489.543923987736,4187.5725862087465,179.1840299365807,35135.15395122658
t166,61896.4791821893,0.38001015102871527,-0.0812900564828048,16843.84595837906,0.0,-77305.51548410874,0.10173115339910985,0.11807414214951416,0.02161414162422796,12295.469234779313,3317.291198392447,7230.845368516713,6489.541658133435,4187.572506405614,179.18398031039004,35135.253742529254
t167,61896.45396835811,0.3800405012024286,-0.08126694038148939,16843.8433777541,0.0,-77305.5061316654,0.10374398177825825,0.12119643717375804,0.02208278729566446,12295.466735810649,3317.3064279952655,7230.843108220766,6489.5359105846,4187.572500078746,179.1839217689177,35135.24561567281
t168,61896.30794540784,0.3800903841069576,-0.08164501493918296,16843.84173715643,0.0,-77305.50081696596,0.10498270856380969,0.12399332650804434,0.022588621093955843,12295.464986205956,3317.310701864004,7230.840348085413,6489.532676418903,4187.57249078615,179.18381857992085,35135.10389756399
